BTC,ETH,DOGE,SOL,LTC,UNI,LINK,ARB,XRP,BNB,AAVE,ATOM,NEAR,AVAX,OP,timestamp,long,short
1.679018210152977,1.53397762293755,1.5708820197058566,3.4260480787673915,1.6366433208891071,1.802919372247152,1.7358638564510935,1.3451419005374263,1.6377420858344645,1.4875304871041612,1.116942086022249,1.0726488070808284,1.0644537213126102,1.2120581712892762,0.9770113581180284,2024-03-31 18:37:02.846749,,
1.6798728627149109,1.5350613251277034,1.5719239421942883,3.426743991284622,1.6379299282111923,1.7969357560519783,1.737125622646429,1.3451327154210873,1.638837840855682,1.4876689138878874,1.1180303016596087,1.0734259079478108,1.065273211568971,1.2125063530709617,0.9776213467864262,2024-03-31 18:43:11.115702,,
1.679275902261678,1.5350594405438502,1.5724805374961963,3.425608927660476,1.638040714896147,1.7964872029822727,1.736731960473524,1.3448674073062952,1.6387352741137202,1.4873120560112745,1.1178550877944502,1.0733237997279823,1.0651567172009415,1.2121006560882714,0.97754132261176,2024-03-31 18:46:05.270943,,
1.6789748188430298,1.5347914103671543,1.5724905065436956,3.4252627795791226,1.6378049311238356,1.7952742407802995,1.7369384352011115,1.3445817955176376,1.6386922115990081,1.4871906208415089,1.1178794133072665,1.0732186330097822,1.0650517428246482,1.2119306184157665,0.9775615937788712,2024-03-31 18:46:56.640987,,
